PV [kW],Battery [kWh],Inverter [kW],CAPEX [€],Self-Consumption [%],Self-Sufficiency [%],Earning for Discharge to Grid,Earning for PV Feed-in to Grid,Opportunity Cost of Not PV Feed-in to Grid,Savings from Avoided Grid Import Cost,Cost for Covering Load from Grid,Cost for Charging Battery from Grid,Total Earnings,Energy Cost,Fixed Annual Cost [€],Net Bill [€],Optimization Profit,Cycles,Grid Import [kWh],Grid Export [kWh],Opt. Profit / kWh Battery [€/kWh],Opt. Profit / kWp PV [€/kW],Opt. Profit / kW Inverter [€/kW],Opt. Profit / CAPEX,Cycles / CAPEX [cycle/€]
9.0,14.0,12.0,14285.0,49.24,97.14,335.89,339.46,165.43,479.81,26.36,1.55,675.35,27.91,160.2,487.24,801.61,264.09,97.01,7235.72,57.2582,89.0683,66.8012,0.056116,0.018487
9.0,14.0,13.0,14475.0,49.24,97.14,335.89,339.46,165.43,479.81,26.36,1.55,675.35,27.91,160.2,487.24,801.61,264.09,97.01,7235.72,57.2582,89.0683,61.6627,0.055379,0.018244
9.0,14.0,14.0,14665.0,49.24,97.14,335.89,339.46,165.43,479.81,26.36,1.55,675.35,27.91,160.2,487.24,801.61,264.09,97.01,7235.72,57.2582,89.0683,57.2582,0.054662,0.018008
9.0,14.0,15.0,14855.0,49.24,97.14,335.89,339.46,165.43,479.81,26.36,1.55,675.35,27.91,160.2,487.24,801.61,264.09,97.01,7235.72,57.2582,89.0683,53.441,0.053963,0.017778
9.0,15.0,8.0,13875.0,50.95,97.41,357.13,332.99,171.9,482.27,23.89,1.55,690.12,25.44,160.2,504.48,814.85,258.62,88.38,7207.14,54.3235,90.5391,101.8565,0.058728,0.01864
9.0,15.0,9.0,14065.0,50.99,97.38,361.83,332.67,172.22,482.0,24.16,1.55,694.5,25.71,160.2,508.59,818.37,258.89,89.23,7207.57,54.5583,90.9304,90.9304,0.058185,0.018407
9.0,15.0,10.0,14255.0,51.03,97.36,365.73,332.31,172.58,481.76,24.41,1.55,698.04,25.95,160.2,511.88,821.07,259.18,89.98,7207.85,54.7377,91.2295,82.1066,0.057598,0.018182
9.0,15.0,11.0,14445.0,51.04,97.35,366.81,332.27,172.62,481.73,24.44,1.55,699.08,25.99,160.2,512.89,822.0,259.2,90.02,7207.86,54.7999,91.3332,74.7271,0.056905,0.017944
9.0,15.0,12.0,14635.0,51.04,97.33,367.55,332.27,172.62,481.36,24.8,1.55,699.81,26.35,160.2,513.26,822.0,259.2,90.95,7208.79,54.8001,91.3335,68.5001,0.056167,0.017711
9.0,15.0,13.0,14825.0,51.04,97.32,367.62,332.27,172.62,481.32,24.85,1.55,699.89,26.4,160.2,513.29,821.99,259.2,91.05,7208.89,54.7992,91.332,63.2299,0.055446,0.017484
9.0,15.0,14.0,15015.0,51.04,97.32,367.62,332.27,172.62,481.32,24.85,1.55,699.89,26.4,160.2,513.29,821.99,259.2,91.05,7208.89,54.7992,91.332,58.7134,0.054744,0.017263
9.0,15.0,15.0,15205.0,51.04,97.32,367.62,332.27,172.62,481.32,24.85,1.55,699.89,26.4,160.2,513.29,821.99,259.2,91.05,7208.89,54.7992,91.332,54.7992,0.05406,0.017047
10.0,5.0,5.0,9935.0,27.12,89.37,41.97,488.64,83.54,406.4,96.15,1.68,530.6,97.83,160.2,272.57,595.43,329.74,348.11,8904.45,119.0866,59.5433,119.0866,0.059933,0.03319
10.0,5.0,6.0,10125.0,27.12,89.37,41.97,488.64,83.54,406.4,96.15,1.68,530.6,97.83,160.2,272.57,595.43,329.74,348.11,8904.45,119.0866,59.5433,99.2388,0.058808,0.032567
10.0,5.0,7.0,10315.0,27.12,89.37,41.97,488.64,83.54,406.4,96.15,1.68,530.6,97.83,160.2,272.57,595.43,329.74,348.11,8904.45,119.0866,59.5433,85.0618,0.057725,0.031967
10.0,5.0,8.0,10505.0,27.12,89.37,41.97,488.64,83.54,406.4,96.15,1.68,530.6,97.83,160.2,272.57,595.43,329.74,348.11,8904.45,119.0866,59.5433,74.4291,0.056681,0.031389
10.0,5.0,9.0,10695.0,27.12,89.37,41.97,488.64,83.54,406.4,96.15,1.68,530.6,97.83,160.2,272.57,595.43,329.74,348.11,8904.45,119.0866,59.5433,66.1592,0.055674,0.030831
10.0,5.0,10.0,10885.0,27.12,89.37,41.97,488.64,83.54,406.4,96.15,1.68,530.6,97.83,160.2,272.57,595.43,329.74,348.11,8904.45,119.0866,59.5433,59.5433,0.054702,0.030293
10.0,6.0,5.0,10285.0,29.65,92.49,72.91,473.9,98.28,434.91,67.64,1.41,546.81,69.05,160.2,317.56,654.2,324.52,246.21,8770.89,109.0331,65.4199,130.8397,0.063607,0.031553
10.0,6.0,6.0,10475.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,109.056,0.062466,0.030992
10.0,6.0,7.0,10665.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,93.4765,0.061354,0.03044
10.0,6.0,8.0,10855.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,81.792,0.06028,0.029907
10.0,6.0,9.0,11045.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,72.704,0.059243,0.029392
10.0,6.0,10.0,11235.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,65.4336,0.058241,0.028895
10.0,6.0,11.0,11425.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,59.4851,0.057272,0.028415
10.0,6.0,12.0,11615.0,29.65,92.49,73.0,473.93,98.25,434.91,67.64,1.41,546.92,69.05,160.2,317.68,654.34,324.64,246.21,8770.81,109.056,65.4336,54.528,0.056335,0.02795
10.0,7.0,5.0,10635.0,31.95,94.51,106.15,461.06,111.12,453.23,49.33,1.39,567.21,50.72,160.2,356.29,698.39,317.15,181.03,8676.06,99.7696,69.8387,139.6774,0.065669,0.029821
10.0,7.0,6.0,10825.0,31.96,94.5,106.49,461.09,111.09,453.09,49.47,1.39,567.58,50.86,160.2,356.52,698.52,317.26,181.34,8676.29,99.7885,69.852,116.4199,0.064528,0.029308
10.0,7.0,7.0,11015.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,99.7938,0.063419,0.028803
10.0,7.0,8.0,11205.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,87.3196,0.062343,0.028314
10.0,7.0,9.0,11395.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,77.6174,0.061304,0.027842
10.0,7.0,10.0,11585.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,69.8557,0.060298,0.027386
10.0,7.0,11.0,11775.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,63.5051,0.059325,0.026944
10.0,7.0,12.0,11965.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,58.2131,0.058383,0.026516
10.0,7.0,13.0,12155.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,53.7351,0.057471,0.026101
10.0,7.0,14.0,12345.0,31.96,94.5,106.49,461.11,111.07,453.09,49.47,1.39,567.6,50.86,160.2,356.54,698.56,317.26,181.34,8676.29,99.7938,69.8557,49.8969,0.056586,0.0257
10.0,8.0,5.0,10985.0,34.02,95.63,139.77,451.05,121.12,463.19,39.37,1.39,590.82,40.76,160.2,389.86,731.93,308.2,145.19,8613.5,91.4907,73.1926,146.3851,0.06663,0.028056
10.0,8.0,6.0,11175.0,34.03,95.6,140.56,451.09,121.09,462.85,39.71,1.39,591.66,41.1,160.2,390.36,732.12,308.3,146.07,8614.29,91.5152,73.2121,122.0202,0.065514,0.027588
10.0,8.0,7.0,11365.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,104.5921,0.064421,0.027127
10.0,8.0,8.0,11555.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,91.5181,0.063362,0.026681
10.0,8.0,9.0,11745.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,81.3494,0.062337,0.026249
10.0,8.0,10.0,11935.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,73.2145,0.061344,0.025832
10.0,8.0,11.0,12125.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,66.5586,0.060383,0.025427
10.0,8.0,12.0,12315.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,61.0121,0.059451,0.025034
10.0,8.0,13.0,12505.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,56.3188,0.058548,0.024654
10.0,8.0,14.0,12695.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,52.2961,0.057672,0.024285
10.0,8.0,15.0,12885.0,34.03,95.59,140.69,451.12,121.06,462.78,39.78,1.39,591.8,41.17,160.2,390.43,732.14,308.3,146.22,8614.45,91.5181,73.2145,48.8097,0.056821,0.023927
10.0,9.0,5.0,11335.0,35.95,96.19,173.42,442.6,129.58,468.12,34.44,1.39,616.02,35.83,160.2,420.0,758.53,299.33,127.14,8570.57,84.2817,75.8535,151.707,0.06692,0.026407
10.0,9.0,6.0,11525.0,35.96,96.19,174.42,442.6,129.58,468.11,34.45,1.39,617.02,35.84,160.2,420.98,759.52,299.46,127.16,8570.47,84.3906,75.9515,126.5859,0.065902,0.025983
10.0,9.0,7.0,11715.0,35.96,96.16,175.19,442.62,129.56,467.71,34.84,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.16,8571.47,84.3929,75.9536,108.5052,0.064835,0.025562
10.0,9.0,8.0,11905.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,94.9419,0.0638,0.025154
10.0,9.0,9.0,12095.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,84.3928,0.062797,0.024759
10.0,9.0,10.0,12285.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,75.9535,0.061826,0.024376
10.0,9.0,11.0,12475.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,69.0487,0.060885,0.024005
10.0,9.0,12.0,12665.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,63.2946,0.059971,0.023645
10.0,9.0,13.0,12855.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,58.4258,0.059085,0.023295
10.0,9.0,14.0,13045.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,54.2525,0.058224,0.022956
10.0,9.0,15.0,13235.0,35.96,96.16,175.2,442.62,129.56,467.71,34.85,1.39,617.82,36.24,160.2,421.38,759.54,299.46,128.17,8571.48,84.3928,75.9535,50.6357,0.057388,0.022626
10.0,10.0,5.0,11685.0,37.81,96.61,204.95,434.64,137.54,471.89,30.66,1.39,639.59,32.06,160.2,447.34,781.69,291.47,113.52,8532.89,78.1694,78.1694,156.3387,0.066897,0.024944
10.0,10.0,6.0,11875.0,37.85,96.59,208.49,434.36,137.82,471.72,30.84,1.39,642.85,32.23,160.2,450.43,784.33,291.88,114.04,8532.96,78.4332,78.4332,130.722,0.066049,0.024579
10.0,10.0,7.0,12065.0,37.85,96.59,209.19,434.36,137.81,471.66,30.9,1.39,643.55,32.29,160.2,451.06,784.91,291.9,114.21,8533.12,78.4907,78.4907,112.1296,0.065057,0.024194
10.0,10.0,8.0,12255.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,98.1088,0.064045,0.023819
10.0,10.0,9.0,12445.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,87.2079,0.063067,0.023455
10.0,10.0,10.0,12635.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,78.4871,0.062119,0.023102
10.0,10.0,11.0,12825.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,71.3519,0.061198,0.02276
10.0,10.0,12.0,13015.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,65.4059,0.060305,0.022428
10.0,10.0,13.0,13205.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,60.3747,0.059437,0.022105
10.0,10.0,14.0,13395.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,56.0622,0.058594,0.021792
10.0,10.0,15.0,13585.0,37.85,96.56,209.85,434.36,137.81,471.31,31.25,1.39,644.21,32.64,160.2,451.38,784.87,291.9,115.07,8533.98,78.4871,78.4871,52.3247,0.057775,0.021487
10.0,11.0,6.0,12225.0,39.68,96.94,240.26,426.63,145.55,474.79,27.77,1.39,666.89,29.16,160.2,477.53,806.77,285.06,102.75,8498.02,73.3425,80.6767,134.4612,0.065993,0.023318
10.0,11.0,7.0,12415.0,39.7,96.93,243.2,426.41,145.77,474.67,27.89,1.39,669.61,29.28,160.2,480.13,809.02,285.25,103.11,8498.16,73.5475,80.9023,115.5747,0.065165,0.022976
10.0,11.0,8.0,12605.0,39.7,96.92,243.76,426.39,145.78,474.55,28.0,1.39,670.16,29.4,160.2,480.56,809.33,285.26,103.44,8498.47,73.5752,80.9327,101.1659,0.064207,0.022631
10.0,11.0,9.0,12795.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,89.92,0.06325,0.022295
10.0,11.0,10.0,12985.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,80.928,0.062324,0.021968
10.0,11.0,11.0,13175.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,73.5709,0.061425,0.021652
10.0,11.0,12.0,13365.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,67.44,0.060552,0.021344
10.0,11.0,13.0,13555.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,62.2523,0.059703,0.021045
10.0,11.0,14.0,13745.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,57.8057,0.058878,0.020754
10.0,11.0,15.0,13935.0,39.7,96.9,244.31,426.39,145.78,474.25,28.3,1.39,670.7,29.7,160.2,480.81,809.28,285.26,104.15,8499.18,73.5709,80.928,53.952,0.058075,0.020471
10.0,12.0,6.0,12575.0,41.45,97.26,270.2,419.32,152.86,477.54,25.02,1.39,689.52,26.41,160.2,502.91,827.6,278.76,92.46,8464.87,68.9665,82.7598,137.933,0.065813,0.022167
10.0,12.0,7.0,12765.0,41.5,97.23,275.07,418.81,153.37,477.22,25.34,1.39,693.87,26.73,160.2,506.94,830.78,279.25,93.46,8465.24,69.232,83.0783,118.6833,0.065083,0.021876
10.0,12.0,8.0,12955.0,41.51,97.23,277.49,418.66,153.52,477.14,25.41,1.39,696.15,26.81,160.2,509.15,832.77,279.38,93.68,8465.29,69.3977,83.2773,104.0966,0.064282,0.021565
10.0,12.0,9.0,13145.0,41.51,97.21,277.98,418.66,153.52,476.98,25.58,1.39,696.64,26.97,160.2,509.47,832.93,279.38,94.15,8465.77,69.4105,83.2927,92.5474,0.063365,0.021254
10.0,12.0,10.0,13335.0,41.51,97.19,278.41,418.66,153.52,476.73,25.82,1.39,697.07,27.22,160.2,509.66,832.87,279.38,94.71,8466.33,69.406,83.2871,83.2871,0.062458,0.020951
10.0,12.0,11.0,13525.0,41.51,97.19,278.41,418.66,153.52,476.73,25.82,1.39,697.07,27.22,160.2,509.66,832.87,279.38,94.71,8466.33,69.406,83.2871,75.7156,0.06158,0.020656
10.0,12.0,12.0,13715.0,41.51,97.19,278.41,418.66,153.52,476.73,25.82,1.39,697.07,27.22,160.2,509.66,832.87,279.38,94.71,8466.33,69.406,83.2871,69.406,0.060727,0.02037
10.0,12.0,13.0,13905.0,41.51,97.19,278.41,418.66,153.52,476.73,25.82,1.39,697.07,27.22,160.2,509.66,832.87,279.38,94.71,8466.33,69.406,83.2871,64.067,0.059897,0.020092
10.0,12.0,14.0,14095.0,41.51,97.19,278.41,418.66,153.52,476.73,25.82,1.39,697.07,27.22,160.2,509.66,832.87,279.38,94.71,8466.33,69.406,83.2871,59.4908,0.05909,0.019821
10.0,12.0,15.0,14285.0,41.51,97.19,278.41,418.66,153.52,476.73,25.82,1.39,697.07,27.22,160.2,509.66,832.87,279.38,94.71,8466.33,69.406,83.2871,55.5248,0.058304,0.019557
10.0,13.0,7.0,13115.0,43.23,97.52,304.54,411.74,160.44,479.69,22.87,1.39,716.29,24.26,160.2,531.83,851.09,273.51,84.1,8433.54,65.4681,85.1086,121.5837,0.064894,0.020855
10.0,13.0,8.0,13305.0,43.27,97.49,309.14,411.29,160.88,479.36,23.19,1.39,720.43,24.59,160.2,535.65,854.13,273.92,85.1,8433.96,65.7022,85.4128,106.766,0.064196,0.020588
10.0,13.0,9.0,13495.0,43.28,97.49,311.04,411.19,160.99,479.34,23.22,1.39,722.23,24.61,160.2,537.42,855.78,274.0,85.17,8433.91,65.8289,85.5776,95.0862,0.063414,0.020304
10.0,13.0,10.0,13685.0,43.28,97.47,311.59,411.19,160.99,479.12,23.44,1.39,722.78,24.83,160.2,537.75,855.88,274.0,85.79,8434.54,65.8366,85.5876,85.5876,0.062541,0.020022
10.0,13.0,11.0,13875.0,43.28,97.46,311.91,411.19,160.99,478.93,23.63,1.39,723.1,25.02,160.2,537.88,855.82,274.0,86.2,8434.95,65.8324,85.5821,77.8019,0.061681,0.019748
10.0,13.0,12.0,14065.0,43.28,97.46,311.91,411.19,160.99,478.93,23.63,1.39,723.1,25.02,160.2,537.88,855.82,274.0,86.2,8434.95,65.8324,85.5821,71.3184,0.060848,0.019481
10.0,13.0,13.0,14255.0,43.28,97.46,311.91,411.19,160.99,478.93,23.63,1.39,723.1,25.02,160.2,537.88,855.82,274.0,86.2,8434.95,65.8324,85.5821,65.8324,0.060037,0.019222
10.0,13.0,14.0,14445.0,43.28,97.46,311.91,411.19,160.99,478.93,23.63,1.39,723.1,25.02,160.2,537.88,855.82,274.0,86.2,8434.95,65.8324,85.5821,61.1301,0.059247,0.018969
10.0,13.0,15.0,14635.0,43.28,97.46,311.91,411.19,160.99,478.93,23.63,1.39,723.1,25.02,160.2,537.88,855.82,274.0,86.2,8434.95,65.8324,85.5821,57.0547,0.058478,0.018723
10.0,14.0,7.0,13465.0,44.9,97.74,333.35,404.87,167.31,481.47,21.08,1.39,738.22,22.48,160.2,555.54,869.7,268.13,77.1,8404.87,62.1218,86.9705,124.2435,0.06459,0.019913
10.0,14.0,8.0,13655.0,44.97,97.72,338.64,404.18,168.0,481.26,21.3,1.39,742.81,22.69,160.2,559.93,873.19,268.75,77.78,8404.63,62.3704,87.3186,109.1483,0.063946,0.019681
10.0,14.0,9.0,13845.0,45.01,97.69,342.88,403.83,168.35,480.96,21.6,1.39,746.7,22.99,160.2,563.51,876.12,269.05,78.7,8405.1,62.5801,87.6122,97.3469,0.063281,0.019433
10.0,14.0,10.0,14035.0,45.01,97.69,344.32,403.76,168.42,480.96,21.6,1.39,748.08,22.99,160.2,564.89,877.43,269.09,78.7,8405.04,62.6739,87.7435,87.7435,0.062518,0.019173
10.0,14.0,11.0,14225.0,45.01,97.67,344.96,403.76,168.42,480.67,21.89,1.39,748.72,23.28,160.2,565.24,877.49,269.09,79.47,8405.81,62.6777,87.7488,79.7716,0.061686,0.018916
10.0,14.0,12.0,14415.0,45.01,97.66,345.16,403.76,168.42,480.55,22.01,1.39,748.92,23.4,160.2,565.32,877.45,269.09,79.73,8406.08,62.6752,87.7453,73.1211,0.060871,0.018667
10.0,14.0,13.0,14605.0,45.01,97.66,345.16,403.76,168.42,480.55,22.01,1.39,748.92,23.4,160.2,565.32,877.45,269.09,79.73,8406.08,62.6752,87.7453,67.4964,0.060079,0.018424
10.0,14.0,14.0,14795.0,45.01,97.66,345.16,403.76,168.42,480.55,22.01,1.39,748.92,23.4,160.2,565.32,877.45,269.09,79.73,8406.08,62.6752,87.7453,62.6752,0.059307,0.018188
10.0,14.0,15.0,14985.0,45.01,97.66,345.16,403.76,168.42,480.55,22.01,1.39,748.92,23.4,160.2,565.32,877.45,269.09,79.73,8406.08,62.6752,87.7453,58.4969,0.058555,0.017957
10.0,15.0,8.0,14005.0,46.62,97.92,367.26,397.07,175.11,482.86,19.7,1.39,764.33,21.09,160.2,583.04,890.79,263.8,71.48,8377.06,59.3858,89.0787,111.3484,0.063605,0.018836
10.0,15.0,9.0,14195.0,46.67,97.89,372.27,396.56,175.62,482.6,19.96,1.39,768.83,21.35,160.2,587.28,894.25,264.21,72.31,8377.24,59.6169,89.4254,99.3615,0.062998,0.018613
10.0,15.0,10.0,14385.0,46.7,97.87,376.14,396.27,175.91,482.34,20.21,1.39,772.41,21.61,160.2,590.6,897.03,264.43,73.08,8377.65,59.802,89.703,89.703,0.062359,0.018382
10.0,15.0,11.0,14575.0,46.7,97.87,377.25,396.21,175.97,482.34,20.21,1.39,773.46,21.61,160.2,591.65,898.02,264.46,73.08,8377.6,59.8682,89.8023,81.6385,0.061614,0.018145
10.0,15.0,12.0,14765.0,46.7,97.84,377.97,396.21,175.97,481.98,20.57,1.39,774.18,21.97,160.2,592.02,898.03,264.46,74.0,8378.52,59.8687,89.803,74.8358,0.060822,0.017912
10.0,15.0,13.0,14955.0,46.7,97.83,378.06,396.21,175.97,481.93,20.63,1.39,774.27,22.02,160.2,592.05,898.01,264.46,74.11,8378.63,59.8677,89.8015,69.0781,0.060048,0.017684
10.0,15.0,14.0,15145.0,46.7,97.83,378.06,396.21,175.97,481.93,20.63,1.39,774.27,22.02,160.2,592.05,898.01,264.46,74.11,8378.63,59.8677,89.8015,64.1439,0.059294,0.017462
10.0,15.0,15.0,15335.0,46.7,97.83,378.06,396.21,175.97,481.93,20.63,1.39,774.27,22.02,160.2,592.05,898.01,264.46,74.11,8378.63,59.8677,89.8015,59.8677,0.05856,0.017246
11.0,6.0,6.0,10605.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,121.3879,0.068678,0.030914
11.0,6.0,7.0,10795.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,104.0468,0.067469,0.03037
11.0,6.0,8.0,10985.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,91.0409,0.066302,0.029845
11.0,6.0,9.0,11175.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,80.9253,0.065175,0.029337
11.0,6.0,10.0,11365.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,72.8327,0.064085,0.028847
11.0,6.0,11.0,11555.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,66.2116,0.063031,0.028372
11.0,6.0,12.0,11745.0,27.18,93.1,74.65,539.89,99.81,437.34,62.23,1.31,614.53,63.54,160.2,390.79,728.33,327.84,226.44,9944.1,121.3879,66.2116,60.694,0.062012,0.027913
11.0,7.0,6.0,10955.0,29.34,95.16,108.88,526.72,112.98,455.8,43.78,1.31,635.59,45.08,160.2,430.31,773.12,321.14,159.85,9847.01,110.4462,70.284,128.8539,0.070573,0.029314
11.0,7.0,7.0,11145.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,110.46,0.069378,0.02882
11.0,7.0,8.0,11335.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,96.6525,0.068215,0.028337
11.0,7.0,9.0,11525.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,85.9134,0.067091,0.02787
11.0,7.0,10.0,11715.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,77.322,0.066003,0.027418
11.0,7.0,11.0,11905.0,29.34,95.16,108.93,526.74,112.96,455.8,43.78,1.31,635.67,45.08,160.2,430.38,773.22,321.2,159.85,9846.97,110.46,70.2927,70.2927,0.064949,0.02698
